source,target,value,year,level
Convolutional neural network,Volume (thermodynamics),1,2020,2
Convolutional neural network,Scalability,1,2020,2
Convolutional neural network,Embedding,1,2020,2
Data set,Generalization,1,2020,2
Multidimensional scaling,Generalization,1,2020,2
Multidimensional scaling,Data set,1,2020,2
Perspective (graphical),Generalization,1,2020,2
Perspective (graphical),Data set,1,2020,2
Perspective (graphical),Multidimensional scaling,1,2020,2
Set (abstract data type),Multidimensional scaling,1,2020,2
Distance matrix,Generalization,1,2020,2
Distance matrix,Data set,1,2020,2
Distance matrix,Multidimensional scaling,1,2020,2
Distance matrix,Perspective (graphical),1,2020,2
Distance matrix,Set (abstract data type),1,2020,2
Data point,Generalization,1,2020,2
Data point,Data set,1,2020,2
Data point,Multidimensional scaling,1,2020,2
Data point,Perspective (graphical),1,2020,2
Embedding,Data point,1,2020,2
Embedding,Pairwise comparison,1,2020,2
Embedding,Distance matrices in phylogeny,1,2020,2
Bar chart,Scatter plot,1,2020,2
Bar chart,Popularity,1,2020,2
Chart,Scatter plot,1,2020,2
Chart,Radar chart,1,2020,2
Chart,Popularity,1,2020,2
Chart,Bar chart,1,2020,2
Differential privacy,Scatter plot,1,2020,2
Differential privacy,Visualization,1,2020,2
Differential privacy,Radar chart,1,2020,2
Differential privacy,Popularity,1,2020,2
Differential privacy,Bar chart,1,2020,2
Differential privacy,Chart,1,2020,2
Population,Scatter plot,1,2020,2
Population,Visualization,1,2020,2
Population,Radar chart,1,2020,2
Population,Popularity,1,2020,2
Population,Bar chart,1,2020,2
Population,Chart,1,2020,2
Population,Differential privacy,1,2020,2
Plot (graphics),Scatter plot,1,2020,2
Plot (graphics),Visualization,1,2020,2
Plot (graphics),Radar chart,1,2020,2
Plot (graphics),Popularity,1,2020,2
Plot (graphics),Bar chart,1,2020,2
Plot (graphics),Chart,1,2020,2
Plot (graphics),Differential privacy,1,2020,2
Bar chart,Radar chart,1,2020,2
Popularity,Radar chart,1,2020,2
Embedding,Variable (mathematics),1,2020,2
Popularity,Scatter plot,1,2020,2
Matrix (chemical analysis),Visualization,1,2020,2
Focus (optics),Matrix (chemical analysis),1,2020,2
Graph,Matrix (chemical analysis),1,2020,2
Graph,Focus (optics),1,2020,2
Context (archaeology),Matrix (chemical analysis),1,2020,2
Context (archaeology),Focus (optics),1,2020,2
Context (archaeology),Graph,1,2020,2
Database transaction,Revenue,1,2020,2
Tax evasion,Revenue,1,2020,2
Tax evasion,Database transaction,1,2020,2
Profit (economics),Revenue,1,2020,2
Profit (economics),Database transaction,1,2020,2
Profit (economics),Tax evasion,1,2020,2
Analytics,Revenue,1,2020,2
Analytics,Database transaction,1,2020,2
Analytics,Tax evasion,1,2020,2
Analytics,Profit (economics),1,2020,2
Taxpayer,Revenue,1,2020,2
Taxpayer,Database transaction,1,2020,2
Taxpayer,Tax evasion,1,2020,2
Taxpayer,Profit (economics),1,2020,2
Taxpayer,Analytics,1,2020,2
Visualization,Scatter plot,1,2020,2
Radar chart,Scatter plot,1,2020,2
Radar chart,Visualization,1,2020,2
Software deployment,Visualization,1,2020,2
Process (computing),Visualization,21,2021,2
Analytics,Visualization,19,2021,2
Set (abstract data type),Visualization,14,2021,2
Domain (mathematical analysis),Visualization,12,2021,2
Graph,Visualization,9,2021,2
Workflow,Visualization,8,2021,2
Task (project management),Visualization,8,2021,2
Usability,Visualization,8,2021,2
Context (archaeology),Visualization,8,2021,2
Analytics,Process (computing),7,2021,2
Analytics,Domain (mathematical analysis),6,2021,2
Space (punctuation),Visualization,6,2021,2
Rendering (computer graphics),Visualization,6,2021,2
Chart,Visualization,5,2021,2
Scalability,Visualization,5,2021,2
Process (computing),Domain (mathematical analysis),5,2021,2
Chart,Bar chart,5,2021,2
Scale (ratio),Visualization,4,2021,2
Pattern recognition (psychology),Visualization,4,2021,2
Pipeline (software),Visualization,4,2021,2
Usability,Domain (mathematical analysis),4,2021,2
Deep learning,Visualization,4,2021,2
Perspective (graphical),Visualization,4,2021,2
Cluster analysis,Visualization,4,2021,2
Bar chart,Pie chart,4,2021,2
Process (computing),Set (abstract data type),4,2021,2
Big data,Visualization,3,2021,2
Event (particle physics),Visualization,3,2021,2
Data modeling,Visualization,3,2021,2
Rendering (computer graphics),Polygon mesh,3,2021,2
Visualization,Bar chart,3,2021,2
Usability,Analytics,3,2021,2
Timeline,Visualization,3,2021,2
Presentation (obstetrics),Visualization,3,2021,2
Perception,Visualization,3,2021,2
Identification (biology),Visualization,3,2021,2
Deep learning,Process (computing),3,2021,2
Analytics,Event (particle physics),3,2021,2
Focus (optics),Visualization,3,2021,2
Workflow,Analytics,3,2021,2
Visualization,Time series,3,2021,2
Context (archaeology),Set (abstract data type),3,2021,2
Segmentation,Visualization,3,2021,2
Embedding,Visualization,3,2021,2
Graphics,Visualization,3,2021,2
Set (abstract data type),Domain (mathematical analysis),3,2021,2
Visualization,Set (abstract data type),3,2021,2
Interactivity,Visualization,3,2021,2
Context (archaeology),Pattern recognition (psychology),3,2021,2
Field (mathematics),Visualization,3,2021,2
Chart,Bar (unit),3,2021,2
Bar (unit),Bar chart,3,2021,2
Chart,Pie chart,3,2021,2
Bar (unit),Visualization,3,2021,2
Range (aeronautics),Visualization,3,2021,2
Component (thermodynamics),Visualization,2,2021,2
Analytics,Dashboard,2,2021,2
Interactivity,Process (computing),2,2021,2
Annotation,Visualization,2,2021,2
Bayesian probability,Visualization,2,2021,2
Field (mathematics),Domain (mathematical analysis),2,2021,2
Dashboard,Process (computing),2,2021,2
Topological data analysis,Topology (electrical circuits),2,2021,2
Tensor (intrinsic definition),Visualization,2,2021,2
Graph,Set (abstract data type),2,2021,2
Dimensionality reduction,Visualization,2,2021,2
Flexibility (engineering),Visualization,2,2021,2
Dimension (graph theory),Visualization,2,2021,2
Class (philosophy),Visualization,2,2021,2
Analytics,Context (archaeology),2,2021,2
Dashboard,Visualization,2,2021,2
Context (archaeology),Geospatial analysis,2,2021,2
Cluster analysis,Graph,2,2021,2
Analytics,Pipeline (software),2,2021,2
Ontology,Visualization,2,2021,2
Usability,Process (computing),2,2021,2
Process (computing),Ontology,2,2021,2
Workflow,Process (computing),2,2021,2
Workflow,Domain (mathematical analysis),2,2021,2
Dimensionality reduction,Identification (biology),2,2021,2
Readability,Visualization,2,2021,2
Volume (thermodynamics),Visualization,2,2021,2
Animation,Visualization,2,2021,2
Key (lock),Visualization,2,2021,2
Set (abstract data type),Readability,2,2021,2
GRASP,Visualization,2,2021,2
Cluster analysis,Analytics,2,2021,2
Process (computing),Interpretation (philosophy),2,2021,2
Computation,Visualization,2,2021,2
Perspective (graphical),Domain (mathematical analysis),2,2021,2
Process (computing),Space (punctuation),2,2021,2
Learning analytics,Visualization,2,2021,2
Sensemaking,Analytics,2,2021,2
Analytics,Timeline,2,2021,2
Analytics,Perspective (graphical),2,2021,2
Interactivity,Narrative,2,2021,2
Software deployment,Visualization,2,2021,2
Sensemaking,Visualization,2,2021,2
Cognition,Visualization,2,2021,2
Value (mathematics),Visualization,2,2021,2
Point (geometry),Visualization,2,2021,2
Analytics,Software deployment,2,2021,2
Analytics,Space (punctuation),2,2021,2
Analytics,Interpretability,2,2021,2
Learning analytics,Analytics,2,2021,2
Bar (unit),Pie chart,2,2021,2
Cluster analysis,Identification (biology),2,2021,2
Analytics,Graph,2,2021,2
Plot (graphics),Identification (biology),2,2021,2
Visualization,Recommender system,2,2021,2
Usability,Learning analytics,2,2021,2
Analytics,Identification (biology),2,2021,2
Data set,Visualization,2,2021,2
Construct (python library),Visualization,2,2021,2
Outcome (game theory),Visualization,2,2021,2
Parsing,Visualization,2,2021,2
Cluster analysis,Scalability,2,2021,2
Situated,Visualization,2,2021,2
Popularity,Visualization,2,2021,2
Topological data analysis,Pattern recognition (psychology),2,2021,2
Visualization,Pie chart,2,2021,2
Topological data analysis,Visualization,2,2021,2
Learning analytics,Domain (mathematical analysis),2,2021,2
Process (computing),Table (database),2,2021,2
Embedding,Pattern recognition (psychology),2,2021,2
Heuristics,Visualization,2,2021,2
Interactivity,Graphics,2,2021,2
Asynchronous communication,Visualization,2,2021,2
Ranking (information retrieval),Visualization,2,2021,2
Feature (linguistics),Pattern recognition (psychology),2,2021,2
Population,Visualization,2,2021,2
Artificial neural network,Pattern recognition (psychology),2,2021,2
Node (physics),Visualization,2,2021,2
Tree (set theory),Visualization,2,2021,2
Visualization,Automatic summarization,2,2021,2
Node (physics),Set (abstract data type),2,2021,2
Usability,Perspective (graphical),2,2021,2
Table (database),Visualization,2,2021,2
Causality (physics),Visualization,2,2021,2
Bar chart,Visualization,2,2021,2
Task (project management),Set (abstract data type),2,2021,2
Causal model,Causal structure,2,2021,2
Task (project management),Context (archaeology),2,2021,2
Semantics (computer science),Set (abstract data type),2,2021,2
Context (archaeology),Semantics (computer science),2,2021,2
Causal structure,Visualization,2,2021,2
Convolutional neural network,Visualization,2,2021,2
Causal model,Visualization,2,2021,2
Scale (ratio),Data modeling,2,2021,2
Dimension (graph theory),Pattern recognition (psychology),2,2021,2
Set (abstract data type),Perception,2,2021,2
Feature (linguistics),Visualization,2,2021,2
Preprocessor,Visualization,2,2021,2
Context (archaeology),Perception,2,2021,2
Workflow,Segmentation,2,2021,2
Augmented reality,Visualization,2,2021,2
Cluster analysis,Projection (relational algebra),2,2021,2
Cluster analysis,Pattern recognition (psychology),2,2021,2
Visualization,Virtual reality,2,2021,2
Dimensionality reduction,Pattern recognition (psychology),2,2021,2
Raw data,Domain (mathematical analysis),1,2021,2
Preprocessor,Thematic map,1,2021,2
Explosive material,Airflow,1,2021,2
Preprocessor,Selection (genetic algorithm),1,2021,2
Preprocessor,Social media,1,2021,2
Quadratic equation,Minification,1,2021,2
Preprocessor,Big data,1,2021,2
Cluster analysis,Volume (thermodynamics),1,2021,2
Cluster analysis,Big data,1,2021,2
Cluster analysis,Thematic map,1,2021,2
Cluster analysis,Selection (genetic algorithm),1,2021,2
Cluster analysis,Social media,1,2021,2
Raw data,Field (mathematics),1,2021,2
Cluster analysis,Domain (mathematical analysis),1,2021,2
Preprocessor,Volume (thermodynamics),1,2021,2
Cluster analysis,Automotive engine,1,2021,2
Cluster analysis,Process (computing),1,2021,2
Selection (genetic algorithm),Visualization,1,2021,2
Selection (genetic algorithm),Volume (thermodynamics),1,2021,2
Selection (genetic algorithm),Big data,1,2021,2
Dual (grammatical number),Quadratic equation,1,2021,2
Selection (genetic algorithm),Thematic map,1,2021,2
Social media,Visualization,1,2021,2
Topology (electrical circuits),Flow (mathematics),1,2021,2
Process (computing),Redress,1,2021,2
Social media,Volume (thermodynamics),1,2021,2
Dual (grammatical number),Minification,1,2021,2
Social media,Big data,1,2021,2
Social media,Thematic map,1,2021,2
Explosive material,Pressure drop,1,2021,2
Social media,Selection (genetic algorithm),1,2021,2
Process (computing),Economic Justice,1,2021,2
Cluster analysis,Preprocessor,1,2021,2
Explosive material,Flow (mathematics),1,2021,2
Raw data,Analytics,1,2021,2
Range (aeronautics),Airflow,1,2021,2
Personal life,Informatics,1,2021,2
Personal life,Big data,1,2021,2
Automotive engine,Visualization,1,2021,2
Raw data,Process (computing),1,2021,2
Automotive engine,Domain (mathematical analysis),1,2021,2
Process (computing),Automotive engine,1,2021,2
Analytics,Automotive engine,1,2021,2
Range (aeronautics),Pressure drop,1,2021,2
Laminar flow,Explosive material,1,2021,2
Field (mathematics),Automotive engine,1,2021,2
Field (mathematics),Process (computing),1,2021,2
Laminar flow,Topology (electrical circuits),1,2021,2
Field (mathematics),Analytics,1,2021,2
Raw data,Automotive engine,1,2021,2
Personal life,Reflection (computer programming),1,2021,2
Personal life,Visualization,1,2021,2
Raw data,Visualization,1,2021,2
Range (aeronautics),Flow (mathematics),1,2021,2
Explosive material,Topology (electrical circuits),1,2021,2
Economic Justice,Redress,1,2021,2
Laminar flow,Pressure drop,1,2021,2
Economic Justice,Visualization,1,2021,2
Laminar flow,Airflow,1,2021,2
Redress,Visualization,1,2021,2
Range (aeronautics),Laminar flow,1,2021,2
Range (aeronautics),Explosive material,1,2021,2
Reflection (computer programming),Visualization,1,2021,2
Informatics,Visualization,1,2021,2
Laminar flow,Flow (mathematics),1,2021,2
Variety (cybernetics),Minification,1,2021,2
Big data,Reflection (computer programming),1,2021,2
Big data,Informatics,1,2021,2
Range (aeronautics),Topology (electrical circuits),1,2021,2
Informatics,Reflection (computer programming),1,2021,2
Context (archaeology),Radiation therapy,1,2021,2
Thematic map,Big data,1,2021,2
Augmented reality,Space (punctuation),1,2021,2
Field (mathematics),Eigenvalues and eigenvectors,1,2021,2
Space (punctuation),Domain (mathematical analysis),1,2021,2
Test (biology),Set (abstract data type),1,2021,2
Test (biology),Visualization,1,2021,2
Specification language,Process (computing),1,2021,2
Specification language,Formal specification,1,2021,2
Specification language,Set (abstract data type),1,2021,2
Augmented reality,Domain (mathematical analysis),1,2021,2
Augmented reality,Process (computing),1,2021,2
Cognition,Correctness,1,2021,2
Specification language,Visualization,1,2021,2
Analytics,Augmented reality,1,2021,2
Process (computing),Formal specification,1,2021,2
Correctness,Visualization,1,2021,2
Formal specification,Set (abstract data type),1,2021,2
Correctness,Domain (mathematical analysis),1,2021,2
Formal specification,Visualization,1,2021,2
Cognition,Domain (mathematical analysis),1,2021,2
Field (mathematics),Topology (electrical circuits),1,2021,2
Field (mathematics),Tensor (intrinsic definition),1,2021,2
Test (biology),Formal specification,1,2021,2
Test (biology),Process (computing),1,2021,2
Cancer,Radiation therapy,1,2021,2
Cancer,Dependency (UML),1,2021,2
Cancer,Context (archaeology),1,2021,2
Cohort,Radiation therapy,1,2021,2
Cohort,Dependency (UML),1,2021,2
Cohort,Context (archaeology),1,2021,2
Cohort,Cancer,1,2021,2
Domain (mathematical analysis),Tensor (intrinsic definition),1,2021,2
Topology (electrical circuits),Visualization,1,2021,2
Dependency (UML),Radiation therapy,1,2021,2
Topology (electrical circuits),Tensor (intrinsic definition),1,2021,2
Topology (electrical circuits),Domain (mathematical analysis),1,2021,2
Eigenvalues and eigenvectors,Visualization,1,2021,2
Eigenvalues and eigenvectors,Tensor (intrinsic definition),1,2021,2
Eigenvalues and eigenvectors,Domain (mathematical analysis),1,2021,2
Eigenvalues and eigenvectors,Topology (electrical circuits),1,2021,2
Test (biology),Specification language,1,2021,2
Visualization,Flammable liquid,1,2021,2
Task (project management),Domain (mathematical analysis),1,2021,2
Thematic map,Volume (thermodynamics),1,2021,2
Sensemaking,Graph,1,2021,2
Task (project management),Graph,1,2021,2
Task (project management),Analytics,1,2021,2
Visualization,Oracle,1,2021,2
End-to-end principle,Image resolution,1,2021,2
End-to-end principle,Pattern recognition (psychology),1,2021,2
