Year,DOI,Title,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Title,OpenAlex DOI,OpenAlex URL,OpenAlex Venue ID,OpenAlex Venue Name,OpenAlex Publisher,Publication Type,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Authors,Number of Concepts,Number of Citations,Citation API URL,Number of Citation API URLs
1995,10.1109/VISUAL.1995.480809,Compression domain rendering of time-resolved volume data,1995,1995-10-29,W2106016501,Compression domain rendering of time-resolved volume data,https://doi.org/10.5555/832271.833885,https://dblp.uni-trier.de/db/conf/visualization/visualization1995.html#Westermann95,,ieee visualization,IEEE Computer Society,proceedings-article,168,175,8.0,20,1,9,60,https://api.openalex.org/works?filter=cites:W2106016501,1
1996,10.1109/VISUAL.1996.567745,Cheops: a compact explorer for complex hierarchies,1996,1996-10-27,W2096697416,Cheops: a compact explorer for complex hierarchies,https://doi.org/10.5555/244979.245014,http://www.cs.ubc.ca/~tmm/courses/cpsc533c-04-fall/readings/p87-beaudoin.pdf,,ieee visualization,IEEE,proceedings-article,87,92,6.0,9,3,9,51,https://api.openalex.org/works?filter=cites:W2096697416,1
1997,10.1109/VISUAL.1997.663915,Interactive volume rendering for virtual colonoscopy,1997,1997-10-01,W2155151793,Interactive volume rendering for virtual colonoscopy,https://doi.org/10.5555/266989.267115,https://www.researchgate.net/profile/Zhengrong_Liang/publication/3736954_Interactive_volume_rendering_for_virtual_colonoscopy/links/548efda60cf225bf66a7f7e4.pdf?disableCoverPage=true,,ieee visualization,IEEE Computer Society Press,proceedings-article,433,436,4.0,10,9,14,43,https://api.openalex.org/works?filter=cites:W2155151793,1
1998,10.1109/INFVIS.1998.729553,WEBPATH-a three dimensional Web history,1998,1998-10-19,W2146680453,WEBPATH-a three dimensional Web history,https://doi.org/10.1109/infvis.1998.729553,https://doi.org/10.1109/infvis.1998.729553,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,3,10,8.0,13,2,10,44,https://api.openalex.org/works?filter=cites:W2146680453,1
2003,10.1109/VISUAL.2003.1250372,Clifford convolution and pattern matching on vector fields,2003,2003-10-22,W2104744826,Clifford convolution and pattern matching on vector fields,https://doi.org/10.1109/visual.2003.1250372,https://doi.org/10.1109/visual.2003.1250372,,ieee visualization,IEEE Computer Society,proceedings-article,26,,,14,2,14,65,https://api.openalex.org/works?filter=cites:W2104744826,1
2006,10.1109/TVCG.2006.149,High-Quality Extraction of Isosurfaces from Regular and Irregular Grids,2006,2006-09-01,W2148715821,High-Quality Extraction of Isosurfaces from Regular and Irregular Grids,https://doi.org/10.1109/tvcg.2006.149,https://doi.org/10.1109/tvcg.2006.149,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1205,1212,8.0,55,3,15,68,https://api.openalex.org/works?filter=cites:W2148715821,1
2008,10.1109/TVCG.2008.116,Brushing of Attribute Clouds for the Visualization of Multivariate Data,2008,2008-11-01,W2162205142,Brushing of Attribute Clouds for the Visualization of Multivariate Data,https://doi.org/10.1109/tvcg.2008.116,https://doi.org/10.1109/tvcg.2008.116,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1459,1466,8.0,23,3,11,62,https://api.openalex.org/works?filter=cites:W2162205142,1
2011,10.1109/TVCG.2011.209,Human-Centered Approaches in Geovisualization Design: Investigating Multiple Methods Through a Long-Term Case Study,2011,2011-12-01,W2161114148,Human-Centered Approaches in Geovisualization Design: Investigating Multiple Methods Through a Long-Term Case Study,https://doi.org/10.1109/tvcg.2011.209,https://doi.org/10.1109/tvcg.2011.209,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2498,2507,10.0,66,2,10,89,https://api.openalex.org/works?filter=cites:W2161114148,1
2011,10.1109/TVCG.2011.261,WYSIWYG (What You See is What You Get) Volume Visualization,2011,2011-12-01,W2151583791,WYSIWYG (What You See is What You Get) Volume Visualization,https://doi.org/10.1109/tvcg.2011.261,https://doi.org/10.1109/tvcg.2011.261,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2106,2114,9.0,40,3,10,71,https://api.openalex.org/works?filter=cites:W2151583791,1
2012,10.1109/VAST.2012.6400488,Subspace search and visualization to make sense of alternative clusterings in high-dimensional data,2012,2012-10-14,W2028678069,Subspace search and visualization to make sense of alternative clusterings in high-dimensional data,https://doi.org/10.1109/vast.2012.6400488,https://doi.org/10.1109/vast.2012.6400488,,visual analytics science and technology,IEEE,proceedings-article,63,72,10.0,34,7,14,75,https://api.openalex.org/works?filter=cites:W2028678069,1
2014,10.1109/TVCG.2014.2346978,Learning Perceptual Kernels for Visualization Design,2014,2014-12-01,W2058199791,Learning Perceptual Kernels for Visualization Design.,https://doi.org/10.1109/tvcg.2014.2346978,https://doi.org/10.1109/tvcg.2014.2346978,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1933,1942,10.0,46,3,12,90,https://api.openalex.org/works?filter=cites:W2058199791,1
2014,10.1109/TVCG.2014.2346984,A Principled Way of Assessing Visualization Literacy,2014,2014-11-06,W2050674259,A Principled Way of Assessing Visualization Literacy,https://doi.org/10.1109/tvcg.2014.2346984,https://doi.org/10.1109/tvcg.2014.2346984,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1963,1972,10.0,29,4,10,119,https://api.openalex.org/works?filter=cites:W2050674259,1
2014,10.1109/TVCG.2014.2346446,City Forensics: Using Visual Elements to Predict Non-Visual City Attributes,2014,2014-11-06,W2007027649,City Forensics: Using Visual Elements to Predict Non-Visual City Attributes,https://doi.org/10.1109/tvcg.2014.2346446,https://doi.org/10.1109/tvcg.2014.2346446,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2624,2633,10.0,41,4,11,101,https://api.openalex.org/works?filter=cites:W2007027649,1
1997,10.1109/VISUAL.1997.663903,Architectural walkthroughs using portal textures,1997,1997-10-01,W2136502070,Architectural walkthroughs using portal textures,https://doi.org/10.5555/266989.267104,http://www.cs.purdue.edu/cgvlab/papers/aliaga/vis97.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,355,362,8.0,14,2,7,54,https://api.openalex.org/works?filter=cites:W2136502070,1
1998,10.1109/VISUAL.1998.745315,Simplification of tetrahedral meshes,1998,1998-01-01,W3144721543,Simplification of tetrahedral meshes,https://doi.org/10.1109/visual.1998.745315,https://doi.org/10.1109/visual.1998.745315,,ieee visualization,,proceedings-article,287,295,9.0,14,4,4,29,https://api.openalex.org/works?filter=cites:W3144721543,1
1998,10.1109/VISUAL.1998.745317,Real-time techniques for 3D flow visualization,1998,1998-10-18,W2134263360,Real-time techniques for 3D flow visualization,https://doi.org/10.5555/288216.288296,https://www.cg.tuwien.ac.at/research/publications/1998/fuhrmann-1998-reaX/TR-186-2-98-16Paper.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,305,312,8.0,28,2,11,59,https://api.openalex.org/works?filter=cites:W2134263360,1
2004,10.1109/INFVIS.2004.2,A History Mechanism for Visual Data Mining,2004,2004-10-10,W2143622779,A History Mechanism for Visual Data Mining,https://doi.org/10.1109/infovis.2004.2,http://dx.doi.org/10.1109/INFVIS.2004.2,,ieee symposium on information visualization,IEEE Computer Society,proceedings-article,49,56,8.0,16,3,8,62,https://api.openalex.org/works?filter=cites:W2143622779,1
2005,10.1109/VISUAL.2005.1532857,Illustration-inspired techniques for visualizing time-varying data,2005,2005-11-21,W2163713174,Illustration-inspired techniques for visualizing time-varying data,https://doi.org/10.1109/visual.2005.1532857,https://doi.org/10.1109/visual.2005.1532857,,ieee visualization,IEEE,proceedings-article,679,686,8.0,26,2,9,68,https://api.openalex.org/works?filter=cites:W2163713174,1
2010,10.1109/VAST.2010.5652467,Anomaly detection in GPS data based on visual analytics,2010,2010-12-10,W2167538453,Anomaly detection in GPS data based on visual analytics,https://doi.org/10.1109/vast.2010.5652467,https://doi.org/10.1109/vast.2010.5652467,,visual analytics science and technology,IEEE,proceedings-article,51,58,8.0,25,3,13,64,https://api.openalex.org/works?filter=cites:W2167538453,1
2010,10.1109/VAST.2010.5652931,Understanding text corpora with multiple facets,2010,2010-12-10,W1979863690,Understanding text corpora with multiple facets,https://doi.org/10.1109/vast.2010.5652931,https://doi.org/10.1109/vast.2010.5652931,,visual analytics science and technology,IEEE,proceedings-article,99,106,8.0,26,6,12,50,https://api.openalex.org/works?filter=cites:W1979863690,1
2011,10.1109/TVCG.2011.183,Context-Preserving Visual Links,2011,2011-12-01,W2159729957,Context-Preserving Visual Links,https://doi.org/10.1109/tvcg.2011.183,https://doi.org/10.1109/tvcg.2011.183,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2249,2258,10.0,29,5,11,76,https://api.openalex.org/works?filter=cites:W2159729957,1
2011,10.1109/VAST.2011.6102438,Characterizing the intelligence analysis process: Informing visual analytics design through a longitudinal field study,2011,2011-12-15,W1995144346,Characterizing the intelligence analysis process: Informing visual analytics design through a longitudinal field study,https://doi.org/10.1109/vast.2011.6102438,https://doi.org/10.1109/vast.2011.6102438,,visual analytics science and technology,IEEE,proceedings-article,21,30,10.0,19,2,13,65,https://api.openalex.org/works?filter=cites:W1995144346,1
2016,10.1109/TVCG.2016.2599107,Immersive Collaborative Analysis of Network Connectivity: CAVE-style or Head-Mounted Display?,2017,2017-01-01,W2518340594,Immersive Collaborative Analysis of Network Connectivity: CAVE-style or Head-Mounted Display?,https://doi.org/10.1109/tvcg.2016.2599107,https://doi.org/10.1109/tvcg.2016.2599107,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,441,450,10.0,37,6,8,113,https://api.openalex.org/works?filter=cites:W2518340594,1
1997,10.1109/VISUAL.1997.663886,Interval volume tetrahedrization,1997,1997-10-01,W1987422110,Interval volume tetrahedrization,https://doi.org/10.5555/266989.267064,http://doi.org/10.1109/VISUAL.1997.663886,,ieee visualization,IEEE Computer Society Press,proceedings-article,221,228,8.0,6,2,12,52,https://api.openalex.org/works?filter=cites:W1987422110,1
1998,10.1109/VISUAL.1998.745303,Continuous cartogram construction,1998,1998-10-18,W2007701319,Continuous cartogram construction,https://doi.org/10.5555/288216.288250,http://www.cs.vt.edu/~shaffer/Qualifier/House.pdf,,ieee visualization,IEEE Computer Society Press,proceedings-article,197,204,8.0,11,2,10,59,https://api.openalex.org/works?filter=cites:W2007701319,1
1999,10.1109/VISUAL.1999.809878,Isosurface extraction techniques for Web-based volume visualization,1999,1999-10-24,W2546111618,Isosurface extraction techniques for Web-based volume visualization,https://doi.org/10.5555/319351.319367,http://dblp.uni-trier.de/db/conf/visualization/visualization1999.html#EngelWE99,,ieee visualization,IEEE Computer Society Press,proceedings-article,139,146,8.0,26,3,14,59,https://api.openalex.org/works?filter=cites:W2546111618,1
2001,10.1109/VISUAL.2001.964493,Lagrangian-Eulerian Advection for Unsteady Flow Visualization,2001,2001-10-21,W2016966772,Lagrangian-Eulerian advection for unsteady flow visualization,https://doi.org/10.5555/601671.601678,http://www.cg.inf.ethz.ch/teaching/scivis_common/Literature/jobard_lea_paper.pdf,,ieee visualization,IEEE Computer Society,proceedings-article,53,60,8.0,11,3,14,56,https://api.openalex.org/works?filter=cites:W2016966772,1
2006,10.1109/VAST.2006.261425,Semantic Image Browser: Bridging Information Visualization with Automated Intelligent Image Analysis,2006,2006-12-26,W2168543113,Semantic Image Browser: Bridging Information Visualization with Automated Intelligent Image Analysis,https://doi.org/10.1109/vast.2006.261425,https://doi.org/10.1109/vast.2006.261425,,visual analytics science and technology,IEEE,proceedings-article,191,198,8.0,22,7,10,58,https://api.openalex.org/works?filter=cites:W2168543113,1
2009,10.1109/TVCG.2009.141,Exploring 3D DTI fiber Tracts with Linked 2D Representations,2009,2009-11-01,W2157931324,Exploring 3D DTI Fiber Tracts with Linked 2D Representations,https://doi.org/10.1109/tvcg.2009.141,https://doi.org/10.1109/tvcg.2009.141,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1449,1456,8.0,42,3,11,70,https://api.openalex.org/works?filter=cites:W2157931324,1
2012,10.1109/TVCG.2012.275,Understanding Pen and Touch Interaction for Data Exploration on Interactive Whiteboards,2012,2012-12-01,W2145817751,Understanding Pen and Touch Interaction for Data Exploration on Interactive Whiteboards,https://doi.org/10.1109/tvcg.2012.275,https://doi.org/10.1109/tvcg.2012.275,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2779,2788,10.0,40,5,13,69,https://api.openalex.org/works?filter=cites:W2145817751,1
2013,10.1109/TVCG.2013.119,A Deeper Understanding of Sequence in Narrative Visualization,2013,2013-12-01,W1980209219,A Deeper Understanding of Sequence in Narrative Visualization,https://doi.org/10.1109/tvcg.2013.119,https://doi.org/10.1109/tvcg.2013.119,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2406,2415,10.0,31,6,11,115,https://api.openalex.org/works?filter=cites:W1980209219,1
2014,10.1109/TVCG.2014.2346271,Origin-Destination Flow Data Smoothing and Mapping,2014,2014-11-06,W2090659086,Origin-Destination Flow Data Smoothing and Mapping,https://doi.org/10.1109/tvcg.2014.2346271,https://doi.org/10.1109/tvcg.2014.2346271,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,2043,2052,10.0,43,2,7,91,https://api.openalex.org/works?filter=cites:W2090659086,1
2015,10.1109/TVCG.2015.2467851,Time Curves: Folding Time to Visualize Patterns of Temporal Evolution in Data,2016,2016-01-31,W2150231912,Time Curves: Folding Time to Visualize Patterns of Temporal Evolution in Data,https://doi.org/10.1109/tvcg.2015.2467851,https://doi.org/10.1109/tvcg.2015.2467851,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,559,568,10.0,48,6,11,109,https://api.openalex.org/works?filter=cites:W2150231912,1
2016,10.1109/TVCG.2016.2598432,SmartAdP: Visual Analytics of Large-scale Taxi Trajectories for Selecting Billboard Locations,2017,2017-01-01,W2495571292,SmartAdP: Visual Analytics of Large-scale Taxi Trajectories for Selecting Billboard Locations,https://doi.org/10.1109/tvcg.2016.2598432,https://doi.org/10.1109/tvcg.2016.2598432,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,journal-article,1,10,10.0,45,7,15,123,https://api.openalex.org/works?filter=cites:W2495571292,1
