Year,DOI,Title,Number of Authors,Author Position,Author Name,OpenAlex Author ID,Affiliation Name,Affiliation Type
1993,10.1109/VISUAL.1993.398871,Dichromatic color representations for complex display systems,2.0,1.0,M.S. Peercy,https://openalex.org/A2235698795,"Department of Applied Physics, University of Stanford, Stanford, CA, USA",education
1993,10.1109/VISUAL.1993.398871,Dichromatic color representations for complex display systems,2.0,2.0,L. Hesselink,https://openalex.org/A2205887465,"Department of Electrical Engineering, Department of Aeronautics and Astronautics, University of Stanford, Stanford, CA, USA",education
1994,10.1109/VISUAL.1994.346290,Visualization of volcanic ash clouds,2.0,1.0,M. Roth,https://openalex.org/A2973574317,"Arctic Region Supercomputing Center, University of Alaska, Fairbanks, AK, USA",education
1994,10.1109/VISUAL.1994.346290,Visualization of volcanic ash clouds,2.0,2.0,R. Guritz,https://openalex.org/A2307843887,"Alaska Synthetic Aperture Radar Facility, University of Alaska, Fairbanks, AK, USA",education
1995,10.1109/VISUAL.1995.480808,Fast normal estimation using surface characteristics,2.0,1.0,Byeong Seok Shin,https://openalex.org/A1991036365,"Department of Computer Engineering, Seoul National University, Seoul, South Korea",education
1995,10.1109/VISUAL.1995.480808,Fast normal estimation using surface characteristics,2.0,2.0,Yeong Gil Shin,https://openalex.org/A2114759257,"Department of Computer Science and Statistics, Seoul National University, Seoul, South Korea",education
1995,10.1109/VISUAL.1995.485153,A visualization tool for studying the development of the moss Physcomitrella patens,2.0,1.0,F.D. Fracchia,https://openalex.org/A1967206037,"School OF Computing Science, Simon Frazer University, Burnaby, BC, Canada",education
1995,10.1109/VISUAL.1995.485153,A visualization tool for studying the development of the moss Physcomitrella patens,2.0,2.0,N.W. Ashton,https://openalex.org/A2496641645,"Department of Biology, University of Regina, Regina, Canada",education
1995,10.1109/VISUAL.1995.485156,Flow visualization in a hypersonic fin/ramp flow,2.0,1.0,H.-G. Pagendarm,https://openalex.org/A3175736147,"German Aerospace Research Establishment, DLR, Gottingen, Germany",facility
1995,10.1109/VISUAL.1995.485156,Flow visualization in a hypersonic fin/ramp flow,2.0,2.0,T. Gerhold,https://openalex.org/A2638896270,"German Aerospace Research Establishment, DLR, Gottingen, Germany",facility
1995,10.1109/VISUAL.1995.485158,Turbulent flow visualization in computational and experimental hydraulics,3.0,1.0,A.E. Mynett,https://openalex.org/A2712744841,"Strategic R&D, Delft Hydraulics, Delft, Netherlands",education
1995,10.1109/VISUAL.1995.485158,Turbulent flow visualization in computational and experimental hydraulics,3.0,2.0,I.A. Sadarjoen,https://openalex.org/A2672284646,"Department of Technical Informatics, Delft University of Technnology, Delft, Netherlands",education
1995,10.1109/VISUAL.1995.485158,Turbulent flow visualization in computational and experimental hydraulics,3.0,3.0,A.J.S. Hin,https://openalex.org/A2652837403,"Department of Computing Science, University of Groningam, Groningen, Netherlands",education
1997,10.1109/VISUAL.1997.663918,Instructional software for visualizing optical phenomena,4.0,1.0,D.C. Banks,https://openalex.org/A2156506206,"NSF Engineering Research Center for Computational Field Simulation, USA",education
1997,10.1109/VISUAL.1997.663918,Instructional software for visualizing optical phenomena,4.0,2.0,J.T. Foley,https://openalex.org/A2149136119,"Department of Physics and Astronomy, Mississippi State University, USA",education
1997,10.1109/VISUAL.1997.663918,Instructional software for visualizing optical phenomena,4.0,3.0,K.N. Vidimce,https://openalex.org/A2776395743,"NSF Engineering Research Center for Computational Field Simulation, USA",education
1997,10.1109/VISUAL.1997.663918,Instructional software for visualizing optical phenomena,4.0,4.0,Ming-Hoe Kiu,https://openalex.org/A1839253057,"NSF Engineering Research Center for Computational Field Simulation, USA",education
1998,10.1109/VISUAL.1998.745293,Efficient co-triangulation of large data sets,5.0,1.0,H. Weimer,https://openalex.org/A2124769463,"Department of Computer Science, Rice University, Houston, TX, USA",education
1998,10.1109/VISUAL.1998.745293,Efficient co-triangulation of large data sets,5.0,2.0,J. Warren,https://openalex.org/A2161620831,"Department of Computer Science, Rice University, Houston, TX, USA",education
1998,10.1109/VISUAL.1998.745293,Efficient co-triangulation of large data sets,5.0,3.0,J. Troutner,https://openalex.org/A2529296163,"Western Geophysical, Houston, TX, USA",company
1998,10.1109/VISUAL.1998.745293,Efficient co-triangulation of large data sets,5.0,4.0,W. Wiggins,https://openalex.org/A2642103402,"Western Geophysical, Houston, TX, USA",company
1998,10.1109/VISUAL.1998.745293,Efficient co-triangulation of large data sets,5.0,5.0,J. Shrout,https://openalex.org/A2611580084,"Western Geophysical, Houston, TX, USA",company
1998,10.1109/VISUAL.1998.745331,Development of a multi-source visualization prototype,2.0,1.0,L. Keely,https://openalex.org/A2157604581,"MRJ Technology Solutions, NASA Ames Research Center, USA",facility
1998,10.1109/VISUAL.1998.745331,Development of a multi-source visualization prototype,2.0,2.0,S. Uselton,https://openalex.org/A2345860989,"MRJ Technology Solutions, NASA Ames Research Center, USA",facility
1998,10.1109/VISUAL.1998.745335,Visualization in corneal topography,2.0,1.0,F.M. Vos,https://openalex.org/A2144861337,"Delft University of Technnology, Netherlands",education
1998,10.1109/VISUAL.1998.745335,Visualization in corneal topography,2.0,2.0,H.J.W. Spoelder,https://openalex.org/A2973725089,"Vrije Universiteit Amsterdam, Netherlands",education
1998,10.1109/VISUAL.1998.745349,Configuration space visualization for mechanical design,2.0,1.0,E. Sacks,https://openalex.org/A1859744482,"Purdue University, West Lafayette, IN, USA",education
1998,10.1109/VISUAL.1998.745349,Configuration space visualization for mechanical design,2.0,2.0,L. Joskowicz,https://openalex.org/A148675920,"Institute of Computer Science, Hebrew University of Jerusalem, Jerusalem, Israel",education
1999,10.1109/VISUAL.1999.809925,Geo-spatial visualization for situational awareness,3.0,1.0,E. Feibush,https://openalex.org/A2311665191,"Sarnoff Corporation, Princeton, NJ, USA",nonprofit
1999,10.1109/VISUAL.1999.809925,Geo-spatial visualization for situational awareness,3.0,2.0,N. Gagvani,https://openalex.org/A391473973,"Sarnoff Corporation, Princeton, NJ, USA",nonprofit
1999,10.1109/VISUAL.1999.809925,Geo-spatial visualization for situational awareness,3.0,3.0,D. Williams,https://openalex.org/A2430220086,"Systems and Scientific Software, Elkins Park, PA, USA",company
1999,10.1109/VISUAL.1999.809936,Visualizing Simulated Room Fires,3.0,1.0,J. Govindarajan,https://openalex.org/A208131152,"Worcester Polytechnic Institute, Worcester, MA, USA",education
1999,10.1109/VISUAL.1999.809936,Visualizing Simulated Room Fires,3.0,2.0,M. Ward,https://openalex.org/A2102429099,"Worcester Polytechnic Institute, Worcester, MA, USA",education
1999,10.1109/VISUAL.1999.809936,Visualizing Simulated Room Fires,3.0,3.0,J. Barnett,https://openalex.org/A2129904215,"Worcester Polytechnic Institute, Worcester, MA, USA",education
2000,10.1109/VISUAL.2000.885743,Real-time visualization of the clear-up of a former US naval base,4.0,1.0,P. Chapman,https://openalex.org/A3140645661,"Department of Computer Science, University of Hull, UK",education
2000,10.1109/VISUAL.2000.885743,Real-time visualization of the clear-up of a former US naval base,4.0,2.0,D. Wills,https://openalex.org/A3139939253,Sonar Research and Development Limited,company
2000,10.1109/VISUAL.2000.885743,Real-time visualization of the clear-up of a former US naval base,4.0,3.0,P. Stevens,https://openalex.org/A3150278567,Sonar Research and Development Limited,company
2000,10.1109/VISUAL.2000.885743,Real-time visualization of the clear-up of a former US naval base,4.0,4.0,G. Brookes,https://openalex.org/A3145248193,"Department of Computer Science, University of Hull, UK",education
2002,10.1109/INFVIS.2002.1173162,Demystifying venture capital investing,1.0,1.0,Mei Chuah,https://openalex.org/A2722637306,"Accenture Technology Laboratories, Palo Alto, CA, USA",company
2002,10.1109/VISUAL.2002.1183827,Case study on the adaptation of interactive visualization applications to Web-based production for operational mesoscale weather models,1.0,1.0,L.A. Treinish,https://openalex.org/A2017298756,"IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA",company
2002,10.1109/VISUAL.2002.1183829,A case study on the applications of a generic library for low-cost polychromatic passive stereo,3.0,1.0,S. Stegmaier,https://openalex.org/A2137421140,"Visualization and Interactive Systems Group, University of Stuttgart, Germany",education
2002,10.1109/VISUAL.2002.1183829,A case study on the applications of a generic library for low-cost polychromatic passive stereo,3.0,2.0,D. Rose,https://openalex.org/A2194096336,"Visualization and Interactive Systems Group, University of Stuttgart, Germany",education
2002,10.1109/VISUAL.2002.1183829,A case study on the applications of a generic library for low-cost polychromatic passive stereo,3.0,3.0,T. Ertl,https://openalex.org/A2083449707,"Visualization and Interactive Systems Group, University of Stuttgart, Germany",education
2004,10.1109/VISUAL.2004.82,PQuad: visualization of predicted peptides and proteins,4.0,1.0,S.L. Havre,https://openalex.org/A2721345297,"Pacific Northwest National Laboratory, USA",facility
2004,10.1109/VISUAL.2004.82,PQuad: visualization of predicted peptides and proteins,4.0,2.0,M. Singhal,https://openalex.org/A1969402151,"Pacific Northwest National Laboratory, USA",facility
2004,10.1109/VISUAL.2004.82,PQuad: visualization of predicted peptides and proteins,4.0,3.0,D.A. Payne,https://openalex.org/A2092416497,"Pacific Northwest National Laboratory, USA",facility
2004,10.1109/VISUAL.2004.82,PQuad: visualization of predicted peptides and proteins,4.0,4.0,B.-J.M. Webb-Robertson,https://openalex.org/A1703262916,"Pacific Northwest National Laboratory, USA",facility
2005,10.1109/VISUAL.2005.1532849,Interpolation and visualization for advected scalar fields,2.0,1.0,Shyh-Kuang Ueng,https://openalex.org/A2162894028,"Department of Computer Science, National Taiwan Ocean University, Keelung, Taiwan",education
2005,10.1109/VISUAL.2005.1532849,Interpolation and visualization for advected scalar fields,2.0,2.0,Sheng-Chuan Wang,https://openalex.org/A2677489977,"Department of Computer Science, National Taiwan Ocean University, Keelung, Taiwan",education
2009,10.1109/VAST.2009.5333917,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,4.0,1.0,Boonthanome Nouanesengsy,https://openalex.org/A2231946114,"Battelle Center of Mathematical Medicine, Nationwide Children's Hospital, Ohio State Uinversity, USA",healthcare
2009,10.1109/VAST.2009.5333917,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,4.0,2.0,Sang-Cheol Seok,https://openalex.org/A2131553225,"Battelle Center of Mathematical Medicine, Nationwide Children's Hospital, USA",healthcare
2009,10.1109/VAST.2009.5333917,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,4.0,3.0,Han-Wei Shen,https://openalex.org/A2136258827,"Ohio State Uinversity, USA",education
2009,10.1109/VAST.2009.5333917,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,4.0,4.0,Veronica J Vieland,https://openalex.org/A60890114,"Battelle Center of Mathematical Medicine, Nationwide Children's Hospital, Ohio State Uinversity, USA",healthcare
2012,10.1109/TVCG.2012.214,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,5.0,1.0,Steven R. Gomez,https://openalex.org/A2139694267,"Brown University, USA",education
2012,10.1109/TVCG.2012.214,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,5.0,2.0,Radu Jianu,https://openalex.org/A785418197,"Brown University, USA",education
2012,10.1109/TVCG.2012.214,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,5.0,3.0,Caroline Ziemkiewicz,https://openalex.org/A2054348169,"Brown University, USA",education
2012,10.1109/TVCG.2012.214,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,5.0,4.0,Hua Guo,https://openalex.org/A2089855375,"Brown University, USA",education
2012,10.1109/TVCG.2012.214,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,5.0,5.0,David Laidlaw,https://openalex.org/A2123746788,"Brown University, USA",education
2012,10.1109/TVCG.2012.198,Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains,2.0,1.0,Wieland Reich,https://openalex.org/A2157522586,"University of Leipzig, Germany",education
2012,10.1109/TVCG.2012.198,Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains,2.0,2.0,Gerik Scheuermann,https://openalex.org/A2044057687,"University of Leipzig, Germany",education
2012,10.1109/TVCG.2012.210,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,3.0,1.0,Krishna Chaitanya Gurijala,https://openalex.org/A2138116655,"Stony Brook University, USA",education
2012,10.1109/TVCG.2012.210,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,3.0,2.0,Lei Wang,https://openalex.org/A2707831211,"Stony Brook University, USA",education
2012,10.1109/TVCG.2012.210,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,3.0,3.0,Arie Kaufman,https://openalex.org/A2132849971,"Stony Brook University, USA",education
2013,10.1109/TVCG.2013.230,Visualization of Shape Motions in Shape Space,2.0,1.0,Vahid Taimouri,https://openalex.org/A2251814117,"Wayne State University, Detroit, MI, US",education
2013,10.1109/TVCG.2013.230,Visualization of Shape Motions in Shape Space,2.0,2.0,Jing Hua,https://openalex.org/A1979157086,"Department of Computer Science, Wayne State University, Detroit, MI, USA",education
2014,10.1109/TVCG.2014.2346437,Effects of Presentation Mode and Pace Control on Performance in Image Classification,2.0,1.0,Paul van der Corput,https://openalex.org/A226696670,Eindhoven University of Technology,education
2014,10.1109/TVCG.2014.2346437,Effects of Presentation Mode and Pace Control on Performance in Image Classification,2.0,2.0,Jarke J. van Wijk,https://openalex.org/A2158935544,Eindhoven University of Technology,education
2014,10.1109/TVCG.2014.2346425,Visualizing 2-dimensional Manifolds with Curve Handles in 4D,3.0,1.0,Hui Zhang,https://openalex.org/A3199554734,"Pervasive Technology Institute, Indiana University",education
2014,10.1109/TVCG.2014.2346425,Visualizing 2-dimensional Manifolds with Curve Handles in 4D,3.0,2.0,Jianguang Weng,https://openalex.org/A2676426286,Zhejiang University of Media and Communication,education
2014,10.1109/TVCG.2014.2346425,Visualizing 2-dimensional Manifolds with Curve Handles in 4D,3.0,3.0,Guangchen Ruan,https://openalex.org/A2109559750,"School of Informatics and Computing, Indiana University",education
2014,10.1109/TVCG.2014.2346457,Volume-Preserving Mapping and Registration for Collective Data Visualization,3.0,1.0,Jiaxi Hu,https://openalex.org/A2146090276,"Department of Computer Science, Wayne State University, Detroit, MI",education
2014,10.1109/TVCG.2014.2346457,Volume-Preserving Mapping and Registration for Collective Data Visualization,3.0,2.0,Guangyu Jeff Zou,https://openalex.org/A2548528650,"Department of Computer Science, Wayne State University, Detroit, MI",education
2014,10.1109/TVCG.2014.2346457,Volume-Preserving Mapping and Registration for Collective Data Visualization,3.0,3.0,Jing Hua,https://openalex.org/A1979157086,"Department of Computer Science, Wayne State University, Detroit, MI",education
2014,10.1109/TVCG.2014.2346412,A Robust Parity Test for Extracting Parallel Vectors in 3D,4.0,1.0,Tao Ju,https://openalex.org/A2191858314,Washington University in St. Louis,education
2014,10.1109/TVCG.2014.2346412,A Robust Parity Test for Extracting Parallel Vectors in 3D,4.0,2.0,Minxin Cheng,https://openalex.org/A2562496307,University of Missouri at Columbia,education
2014,10.1109/TVCG.2014.2346412,A Robust Parity Test for Extracting Parallel Vectors in 3D,4.0,3.0,Xu Wang,https://openalex.org/A2647744895,University of Missouri at Columbia,education
2014,10.1109/TVCG.2014.2346412,A Robust Parity Test for Extracting Parallel Vectors in 3D,4.0,4.0,Ye Duan,https://openalex.org/A2135491696,University of Missouri at Columbia,education
2015,10.1109/SciVis.2015.7429493,Auto-Calibration of Multi-Projector Displays with a Single Handheld Camera,4.0,1.0,Sanghun Park,https://openalex.org/A3082588247,"Department of Computer Engineering, Ajou University, Suwon, Republic of Korea",education
2015,10.1109/SciVis.2015.7429493,Auto-Calibration of Multi-Projector Displays with a Single Handheld Camera,4.0,2.0,Hyunggoog Seo,https://openalex.org/A3027631932,"Department of Computer Engineering, Ajou University, Suwon, Republic of Korea",education
2015,10.1109/SciVis.2015.7429493,Auto-Calibration of Multi-Projector Displays with a Single Handheld Camera,4.0,3.0,Seunghoon Cha,https://openalex.org/A3027638423,"Department of Computer Engineering, Ajou University, Suwon, Republic of Korea",education
2015,10.1109/SciVis.2015.7429493,Auto-Calibration of Multi-Projector Displays with a Single Handheld Camera,4.0,4.0,Junyong Noh,https://openalex.org/A2153685948,"Department of Computer Engineering, Ajou University, Suwon, Republic of Korea",education
2015,10.1109/TVCG.2015.2467412,Adaptive Multilinear Tensor Product Wavelets,2.0,1.0,Kenneth Weiss,https://openalex.org/A2280967158,Lawrence Livermore National Laboratory,facility
2015,10.1109/TVCG.2015.2467412,Adaptive Multilinear Tensor Product Wavelets,2.0,2.0,Peter Lindstrom,https://openalex.org/A2278655031,Lawrence Livermore National Laboratory,facility
2016,10.1109/TVCG.2016.2598619,Multi-Granular Trend Detection for Time-Series Analysis,5.0,1.0,Goethem Arthur Van,https://openalex.org/A2562246651,"TU, Eindhoven",education
2016,10.1109/TVCG.2016.2598619,Multi-Granular Trend Detection for Time-Series Analysis,5.0,2.0,Frank Staals,https://openalex.org/A2037845441,"MADALGO, Aarhus University",education
2016,10.1109/TVCG.2016.2598619,Multi-Granular Trend Detection for Time-Series Analysis,5.0,3.0,Maarten Löffler,https://openalex.org/A2052399801,Utrecht University,education
2016,10.1109/TVCG.2016.2598619,Multi-Granular Trend Detection for Time-Series Analysis,5.0,4.0,Jason Dykes,https://openalex.org/A2144192189,"City University, London",education
2016,10.1109/TVCG.2016.2598619,Multi-Granular Trend Detection for Time-Series Analysis,5.0,5.0,Bettina Speckmann,https://openalex.org/A2004349175,"TU, Eindhoven",education
2016,10.1109/TVCG.2016.2599040,Direct Multifield Volume Ray Casting of Fiber Surfaces,5.0,1.0,Kui Wu,https://openalex.org/A2149089207,University of Utah,education
2016,10.1109/TVCG.2016.2599040,Direct Multifield Volume Ray Casting of Fiber Surfaces,5.0,2.0,Aaron Knoll,https://openalex.org/A2143081355,"SCI Institute, Argonne National Laboratory",facility
2016,10.1109/TVCG.2016.2599040,Direct Multifield Volume Ray Casting of Fiber Surfaces,5.0,3.0,Benjamin J Isaac,https://openalex.org/A2118068624,"ICSE, University of Utah",education
2016,10.1109/TVCG.2016.2599040,Direct Multifield Volume Ray Casting of Fiber Surfaces,5.0,4.0,Hamish Carr,https://openalex.org/A2698075467,"School of Computing, University of Leeds",education
2016,10.1109/TVCG.2016.2599040,Direct Multifield Volume Ray Casting of Fiber Surfaces,5.0,5.0,Valerio Pascucci,https://openalex.org/A2296065211,"SCI Institute, University of Utah",education
2016,10.1109/VAST.2016.7883516,PorosityAnalyzer: Visual Analysis and Evaluation of Segmentation Pipelines to Determine the Porosity in Fiber-Reinforced Polymers,5.0,1.0,Johannes Weissenböck,https://openalex.org/A1978635595,"University of Applied Sciences, Wels, Upper Austria, Austria",education
2016,10.1109/VAST.2016.7883516,PorosityAnalyzer: Visual Analysis and Evaluation of Segmentation Pipelines to Determine the Porosity in Fiber-Reinforced Polymers,5.0,2.0,Artem Amirkhanov,https://openalex.org/A2138364186,"University of Applied Sciences, Wels, Upper Austria, Austria",education
2016,10.1109/VAST.2016.7883516,PorosityAnalyzer: Visual Analysis and Evaluation of Segmentation Pipelines to Determine the Porosity in Fiber-Reinforced Polymers,5.0,3.0,Eduard Gröller,https://openalex.org/A2762167099,"VrVis Research Center, Austria",company
2016,10.1109/VAST.2016.7883516,PorosityAnalyzer: Visual Analysis and Evaluation of Segmentation Pipelines to Determine the Porosity in Fiber-Reinforced Polymers,5.0,4.0,Johann Kastner,https://openalex.org/A2073611352,"University of Applied Sciences, Wels, Upper Austria, Austria",education
2016,10.1109/VAST.2016.7883516,PorosityAnalyzer: Visual Analysis and Evaluation of Segmentation Pipelines to Determine the Porosity in Fiber-Reinforced Polymers,5.0,5.0,Christoph Heinzl,https://openalex.org/A987576913,"University of Applied Sciences, Wels, Upper Austria, Austria",education
2017,10.1109/TVCG.2017.2744018,Nonlinear Dot Plots,2.0,1.0,Nils Rodrigues,https://openalex.org/A2746830393,"VISUS, University of Stuttgart, Germany",education
2017,10.1109/TVCG.2017.2744018,Nonlinear Dot Plots,2.0,2.0,Daniel Weiskopf,https://openalex.org/A2025685111,"VISUS, University of Stuttgart, Germany",education
2017,10.1109/TVCG.2017.2745878,The Explanatory Visualization Framework: An Active Learning Framework for Teaching Creative Computing Using Explanatory Visualizations,4.0,1.0,Jonathan C. Roberts,https://openalex.org/A2150898947,Bangor University,education
2017,10.1109/TVCG.2017.2745878,The Explanatory Visualization Framework: An Active Learning Framework for Teaching Creative Computing Using Explanatory Visualizations,4.0,2.0,Panagiotis D. Ritsos,https://openalex.org/A1953175730,Bangor University,education
2017,10.1109/TVCG.2017.2745878,The Explanatory Visualization Framework: An Active Learning Framework for Teaching Creative Computing Using Explanatory Visualizations,4.0,3.0,James R. Jackson,https://openalex.org/A2705023088,Bangor University,education
2017,10.1109/TVCG.2017.2745878,The Explanatory Visualization Framework: An Active Learning Framework for Teaching Creative Computing Using Explanatory Visualizations,4.0,4.0,Christopher Headleand,https://openalex.org/A2068994074,University of Lincoln,education
2017,10.1109/VAST.2017.8585484,CRICTO: Supporting Sensemaking through Crowdsourced Information Schematization,4.0,1.0,Haeyong Chung,https://openalex.org/A2165430340,University of Alabama in Huntsville,education
2017,10.1109/VAST.2017.8585484,CRICTO: Supporting Sensemaking through Crowdsourced Information Schematization,4.0,2.0,Sai Prashanth Dasari,https://openalex.org/A2906202409,University of Alabama in Huntsville,education
2017,10.1109/VAST.2017.8585484,CRICTO: Supporting Sensemaking through Crowdsourced Information Schematization,4.0,3.0,Santhosh Nandhakumar,https://openalex.org/A2906003448,University of Alabama in Huntsville,education
2017,10.1109/VAST.2017.8585484,CRICTO: Supporting Sensemaking through Crowdsourced Information Schematization,4.0,4.0,Christopher Andrews,https://openalex.org/A2168124717,Middlebury College,education
2018,10.1109/TVCG.2018.2865075,Embedded Merge & Split: Visual Adjustment of Data Grouping,4.0,1.0,Ali Sarvghad,https://openalex.org/A1990436762,"University of California San Diego, La Jolla, CA, US",education
2018,10.1109/TVCG.2018.2865075,Embedded Merge & Split: Visual Adjustment of Data Grouping,4.0,2.0,Bahador Saket,https://openalex.org/A2013181858,"Georgia Institute of Technology, Atlanta, GA, US",education
2018,10.1109/TVCG.2018.2865075,Embedded Merge & Split: Visual Adjustment of Data Grouping,4.0,3.0,Alex Endert,https://openalex.org/A272170598,"Georgia Institute of Technology, Atlanta, GA, US",education
2018,10.1109/TVCG.2018.2865075,Embedded Merge & Split: Visual Adjustment of Data Grouping,4.0,4.0,Nadir Weibel,https://openalex.org/A2150297868,"University of California San Diego, La Jolla, CA, US",education
2018,10.1109/TVCG.2018.2865144,Vistrates: A Component Model for Ubiquitous Analytics,5.0,1.0,Sriram Karthik Badam,https://openalex.org/A2307410015,"University of Maryland at College Park, College Park, MD, US",education
2018,10.1109/TVCG.2018.2865144,Vistrates: A Component Model for Ubiquitous Analytics,5.0,2.0,Andreas Mathisen,https://openalex.org/A2344640627,"Aarhus Universitet, Aarhus, DK",education
2018,10.1109/TVCG.2018.2865144,Vistrates: A Component Model for Ubiquitous Analytics,5.0,3.0,Roman Rädle,https://openalex.org/A2088879633,"Aarhus Universitet, Aarhus, DK",education
2018,10.1109/TVCG.2018.2865144,Vistrates: A Component Model for Ubiquitous Analytics,5.0,4.0,Clemens N. Klokmose,https://openalex.org/A263677593,"Aarhus Universitet, Aarhus, DK",education
2018,10.1109/TVCG.2018.2865144,Vistrates: A Component Model for Ubiquitous Analytics,5.0,5.0,Niklas Elmqvist,https://openalex.org/A2193023912,"University of Maryland at College Park, College Park, MD, US",education
2018,10.1109/TVCG.2018.2865194,DimReader: Axis lines that explain non-linear projections,3.0,1.0,Rebecca Faust,https://openalex.org/A2761765679,University of Arizona,education
2018,10.1109/TVCG.2018.2865194,DimReader: Axis lines that explain non-linear projections,3.0,2.0,David Glickenstein,https://openalex.org/A67007130,University of Arizona,education
2018,10.1109/TVCG.2018.2865194,DimReader: Axis lines that explain non-linear projections,3.0,3.0,Carlos Scheidegger,https://openalex.org/A2119064567,University of Arizona,education
2018,10.1109/TVCG.2018.2865235,"Multiple Coordinated Views at Large Displays for Multiple Users: Empirical Findings on User Behavior, Movements, and Distances",3.0,1.0,Ricardo Langner,https://openalex.org/A2110667052,"Technische Universitat Dresden, Dresden, Sachsen, DE",education
2018,10.1109/TVCG.2018.2865235,"Multiple Coordinated Views at Large Displays for Multiple Users: Empirical Findings on User Behavior, Movements, and Distances",3.0,2.0,Ulrike Kister,https://openalex.org/A1271380579,"Technische Universitat Dresden, Dresden, Sachsen, DE",education
2018,10.1109/TVCG.2018.2865235,"Multiple Coordinated Views at Large Displays for Multiple Users: Empirical Findings on User Behavior, Movements, and Distances",3.0,3.0,Raimund Dachselt,https://openalex.org/A123419233,"Technische Universitat Dresden, Dresden, Sachsen, DE",education
2018,10.1109/TVCG.2018.2864801,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data,4.0,1.0,Subhashis Hazarika,https://openalex.org/A2293305509,"Ohio State University, Columbus, OH, US",education
2018,10.1109/TVCG.2018.2864801,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data,4.0,2.0,Soumya Dutta,https://openalex.org/A2097327663,"Ohio State University, Columbus, OH, US",education
2018,10.1109/TVCG.2018.2864801,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data,4.0,3.0,Han-Wei Shen,https://openalex.org/A2136258827,"Ohio State University, Columbus, OH, US",education
2018,10.1109/TVCG.2018.2864801,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data,4.0,4.0,Jen-Ping Chen,https://openalex.org/A3211171500,"Ohio State University, Columbus, OH, US",education
2018,10.1109/TVCG.2018.2864828,Objective Vortex Corelines of Finite-sized Objects in Fluid Flows,2.0,1.0,Tobias Günther,https://openalex.org/A2122551673,Computer Graphics LaboratoryETH Zürich,education
2018,10.1109/TVCG.2018.2864828,Objective Vortex Corelines of Finite-sized Objects in Fluid Flows,2.0,2.0,Holger Theisel,https://openalex.org/A213850259,"Visual Computing Group, University of Magdeburg",education
2018,10.1109/TVCG.2018.2864848,Shared-Memory Parallel Computation of Morse-Smale Complexes with Improved Accuracy,3.0,1.0,Attila Gyulassy,https://openalex.org/A2280587364,"University of Utah, Salt Lake City, UT, US",education
2018,10.1109/TVCG.2018.2864848,Shared-Memory Parallel Computation of Morse-Smale Complexes with Improved Accuracy,3.0,2.0,Peer-Timo Bremer,https://openalex.org/A1976763668,"Lawrence Livermore National Laboratory, Livermore, CA, US",facility
2018,10.1109/TVCG.2018.2864848,Shared-Memory Parallel Computation of Morse-Smale Complexes with Improved Accuracy,3.0,3.0,Valerio Pascucci,https://openalex.org/A2296065211,"University of Utah, Salt Lake City, UT, US",education
2018,10.1109/TVCG.2018.2864814,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,7.0,1.0,Xuanwu Yue,https://openalex.org/A3187413311,"Hong Kong University of Science and Technology, Kowloon, HK",education
2018,10.1109/TVCG.2018.2864814,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,7.0,2.0,Xinhuan Shu,https://openalex.org/A2892386582,"Hong Kong University of Science and Technology, Kowloon, HK",education
2018,10.1109/TVCG.2018.2864814,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,7.0,3.0,Xinyu Zhu,https://openalex.org/A2904366545,"Hong Kong University of Science and Technology, Kowloon, HK",education
2018,10.1109/TVCG.2018.2864814,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,7.0,4.0,Xinnan Du,https://openalex.org/A2746745987,"Hong Kong University of Science and Technology, Kowloon, HK",education
2018,10.1109/TVCG.2018.2864814,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,7.0,5.0,Zheqing Yu,https://openalex.org/A2904305811,"Hong Kong University of Science and Technology, Kowloon, HK",education
